transaction_id,merchant_name,amount,date,hour,minute,category,payment_status
TXN0315,Gupta Sweets,192,2025-09-16 16:18:58,16,18,Jalebi,SUCCESS
TXN0316,Gupta Sweets,431,2025-09-16 17:25:03,17,25,Laddu,SUCCESS
TXN0317,Gupta Sweets,317,2025-09-16 17:30:20,17,30,Gulab Jamun,SUCCESS
TXN0318,Gupta Sweets,126,2025-09-16 19:53:58,19,53,Barfi,SUCCESS
TXN0319,Gupta Sweets,122,2025-09-17 08:53:13,08,53,Chaat,SUCCESS
TXN0320,Gupta Sweets,345,2025-09-17 10:04:40,10,04,Peda,REFUNDED
TXN0321,Gupta Sweets,194,2025-09-17 10:21:11,10,21,Gulab Jamun,SUCCESS
TXN0322,Gupta Sweets,95,2025-09-17 11:11:11,11,11,Laddu,SUCCESS
TXN0323,Gupta Sweets,572,2025-09-17 11:34:50,11,34,Laddu,SUCCESS
TXN0324,Gupta Sweets,222,2025-09-17 12:58:44,12,58,Barfi,SUCCESS
TXN0325,Gupta Sweets,397,2025-09-17 14:59:21,14,59,Jalebi,SUCCESS
TXN0326,Gupta Sweets,317,2025-09-17 16:05:19,16,05,Laddu,SUCCESS
TXN0327,Gupta Sweets,572,2025-09-17 16:58:08,16,58,Peda,SUCCESS
TXN0328,Gupta Sweets,129,2025-09-17 17:37:15,17,37,Mithai,SUCCESS
TXN0329,Gupta Sweets,51,2025-09-17 17:42:46,17,42,Rasgulla,SUCCESS
TXN0330,Gupta Sweets,225,2025-09-17 19:46:44,19,46,Samosa,SUCCESS
TXN0331,Gupta Sweets,229,2025-09-18 08:02:59,08,02,Barfi,SUCCESS
TXN0332,Gupta Sweets,132,2025-09-18 10:07:43,10,07,Barfi,SUCCESS
TXN0333,Gupta Sweets,480,2025-09-18 10:16:15,10,16,Namkeen,SUCCESS
TXN0334,Gupta Sweets,186,2025-09-18 11:24:28,11,24,Gulab Jamun,SUCCESS
TXN0335,Gupta Sweets,136,2025-09-18 11:45:28,11,45,Laddu,SUCCESS
TXN0336,Gupta Sweets,43,2025-09-18 12:27:06,12,27,Jalebi,SUCCESS
TXN0337,Gupta Sweets,339,2025-09-18 14:00:17,14,00,Peda,SUCCESS
TXN0338,Gupta Sweets,90,2025-09-18 16:23:40,16,23,Namkeen,SUCCESS
TXN0339,Gupta Sweets,72,2025-09-18 16:33:11,16,33,Gulab Jamun,SUCCESS
TXN0340,Gupta Sweets,305,2025-09-18 17:26:32,17,26,Laddu,SUCCESS
TXN0341,Gupta Sweets,253,2025-09-18 17:30:25,17,30,Chaat,SUCCESS
TXN0342,Gupta Sweets,197,2025-09-18 19:37:34,19,37,Jalebi,SUCCESS
TXN0343,FreshBite Corner,274,2025-09-12 11:00:02,11,00,Wrap,SUCCESS
TXN0344,FreshBite Corner,143,2025-09-12 12:21:57,12,21,Wrap,SUCCESS
TXN0345,FreshBite Corner,168,2025-09-12 12:41:01,12,41,Pasta,SUCCESS
TXN0346,FreshBite Corner,285,2025-09-12 13:09:09,13,09,Momos,SUCCESS
TXN0347,FreshBite Corner,167,2025-09-12 13:29:15,13,29,Burger,SUCCESS
TXN0348,FreshBite Corner,418,2025-09-12 16:12:03,16,12,Pasta,SUCCESS
TXN0349,FreshBite Corner,335,2025-09-12 18:43:45,18,43,Noodles,SUCCESS
TXN0350,FreshBite Corner,184,2025-09-12 19:04:23,19,04,Pasta,SUCCESS
TXN0351,FreshBite Corner,364,2025-09-12 19:30:28,19,30,Momos,FAILED
TXN0352,FreshBite Corner,359,2025-09-12 20:27:39,20,27,Noodles,SUCCESS
TXN0353,FreshBite Corner,126,2025-09-12 20:34:19,20,34,Pasta,SUCCESS
TXN0354,FreshBite Corner,89,2025-09-12 22:23:09,22,23,Wrap,SUCCESS
TXN0355,FreshBite Corner,91,2025-09-13 11:09:27,11,09,Pizza,SUCCESS
TXN0356,FreshBite Corner,402,2025-09-13 12:15:32,12,15,Fries,SUCCESS
TXN0357,FreshBite Corner,288,2025-09-13 12:25:14,12,25,Fries,SUCCESS
TXN0358,FreshBite Corner,73,2025-09-13 13:21:58,13,21,Sandwich,REFUNDED
TXN0359,FreshBite Corner,394,2025-09-13 13:51:48,13,51,Wrap,SUCCESS
TXN0360,FreshBite Corner,151,2025-09-13 16:47:50,16,47,Burger,SUCCESS
TXN0361,FreshBite Corner,441,2025-09-13 18:08:47,18,08,Momos,SUCCESS
TXN0362,FreshBite Corner,373,2025-09-13 19:11:57,19,11,Sandwich,SUCCESS
TXN0363,FreshBite Corner,263,2025-09-13 19:48:07,19,48,Noodles,SUCCESS
TXN0364,FreshBite Corner,223,2025-09-13 20:57:25,20,57,Momos,SUCCESS
TXN0365,FreshBite Corner,397,2025-09-13 20:58:24,20,58,Wrap,SUCCESS
TXN0366,FreshBite Corner,344,2025-09-13 22:15:54,22,15,Noodles,SUCCESS
TXN0367,FreshBite Corner,380,2025-09-14 11:00:26,11,00,Pizza,SUCCESS
TXN0368,FreshBite Corner,245,2025-09-14 12:18:00,12,18,Wrap,SUCCESS
TXN0369,FreshBite Corner,61,2025-09-14 12:37:51,12,37,Fries,SUCCESS
TXN0370,FreshBite Corner,260,2025-09-14 13:19:37,13,19,Pasta,SUCCESS
TXN0371,FreshBite Corner,255,2025-09-14 13:52:36,13,52,Cold Drink,SUCCESS
TXN0372,FreshBite Corner,184,2025-09-14 16:23:27,16,23,Cold Drink,SUCCESS
TXN0373,FreshBite Corner,190,2025-09-14 18:02:49,18,02,Pasta,SUCCESS
TXN0374,FreshBite Corner,427,2025-09-14 19:27:04,19,27,Burger,SUCCESS
TXN0375,FreshBite Corner,216,2025-09-14 19:58:51,19,58,Pizza,SUCCESS
TXN0376,FreshBite Corner,202,2025-09-14 20:49:38,20,49,Momos,SUCCESS
TXN0377,FreshBite Corner,111,2025-09-14 20:58:21,20,58,Fries,SUCCESS
TXN0378,FreshBite Corner,132,2025-09-14 22:50:33,22,50,Pizza,SUCCESS
TXN0379,FreshBite Corner,400,2025-09-15 11:44:01,11,44,Noodles,SUCCESS
TXN0380,FreshBite Corner,67,2025-09-15 12:00:14,12,00,Shake,SUCCESS
TXN0381,FreshBite Corner,348,2025-09-15 12:02:41,12,02,Burger,SUCCESS
TXN0382,FreshBite Corner,302,2025-09-15 13:27:21,13,27,Shake,SUCCESS
TXN0383,FreshBite Corner,185,2025-09-15 13:49:09,13,49,Burger,SUCCESS
TXN0384,FreshBite Corner,163,2025-09-15 16:24:08,16,24,Pasta,SUCCESS
TXN0385,FreshBite Corner,269,2025-09-15 18:07:01,18,07,Momos,SUCCESS
TXN0386,FreshBite Corner,184,2025-09-15 19:24:29,19,24,Pizza,SUCCESS
TXN0387,FreshBite Corner,235,2025-09-15 19:56:12,19,56,Cold Drink,SUCCESS
TXN0388,FreshBite Corner,83,2025-09-15 20:54:16,20,54,Momos,SUCCESS
TXN0389,FreshBite Corner,222,2025-09-15 20:59:59,20,59,Shake,SUCCESS
TXN0390,FreshBite Corner,252,2025-09-15 22:13:23,22,13,Pizza,SUCCESS
TXN0391,FreshBite Corner,251,2025-09-16 11:48:29,11,48,Fries,SUCCESS
TXN0392,FreshBite Corner,445,2025-09-16 12:19:32,12,19,Shake,SUCCESS
TXN0393,FreshBite Corner,313,2025-09-16 12:29:00,12,29,Pasta,SUCCESS
TXN0394,FreshBite Corner,290,2025-09-16 13:18:21,13,18,Momos,SUCCESS
TXN0395,FreshBite Corner,390,2025-09-16 13:59:34,13,59,Burger,SUCCESS
TXN0396,FreshBite Corner,186,2025-09-16 16:27:17,16,27,Pizza,SUCCESS
TXN0397,FreshBite Corner,63,2025-09-16 18:36:52,18,36,Pizza,SUCCESS
TXN0398,FreshBite Corner,360,2025-09-16 19:22:01,19,22,Cold Drink,SUCCESS
TXN0399,FreshBite Corner,270,2025-09-16 19:56:21,19,56,Pizza,SUCCESS
TXN0400,FreshBite Corner,379,2025-09-16 20:36:46,20,36,Shake,SUCCESS
TXN0401,FreshBite Corner,281,2025-09-16 20:51:01,20,51,Sandwich,SUCCESS
TXN0402,FreshBite Corner,357,2025-09-16 22:00:46,22,00,Pasta,SUCCESS
TXN0403,FreshBite Corner,391,2025-09-17 11:42:22,11,42,Fries,SUCCESS
TXN0404,FreshBite Corner,240,2025-09-17 12:15:50,12,15,Cold Drink,SUCCESS
TXN0405,FreshBite Corner,175,2025-09-17 12:53:31,12,53,Fries,SUCCESS
TXN0406,FreshBite Corner,197,2025-09-17 13:16:45,13,16,Pizza,SUCCESS
TXN0407,FreshBite Corner,263,2025-09-17 13:53:53,13,53,Sandwich,SUCCESS
TXN0408,FreshBite Corner,238,2025-09-17 16:04:58,16,04,Shake,SUCCESS
TXN0409,FreshBite Corner,206,2025-09-17 18:45:38,18,45,Fries,SUCCESS
TXN0410,FreshBite Corner,156,2025-09-17 19:24:09,19,24,Pasta,SUCCESS
TXN0411,FreshBite Corner,61,2025-09-17 19:27:55,19,27,Pizza,SUCCESS
TXN0412,FreshBite Corner,167,2025-09-17 20:03:30,20,03,Pasta,SUCCESS
TXN0413,FreshBite Corner,147,2025-09-17 20:48:25,20,48,Momos,SUCCESS
TXN0414,FreshBite Corner,159,2025-09-17 22:49:42,22,49,Shake,SUCCESS
TXN0415,FreshBite Corner,378,2025-09-18 11:02:43,11,02,Noodles,SUCCESS
TXN0416,FreshBite Corner,311,2025-09-18 12:14:56,12,14,Noodles,SUCCESS
TXN0417,FreshBite Corner,250,2025-09-18 12:34:38,12,34,Wrap,SUCCESS
TXN0418,FreshBite Corner,433,2025-09-18 13:14:14,13,14,Pizza,SUCCESS
TXN0419,FreshBite Corner,257,2025-09-18 13:45:10,13,45,Wrap,SUCCESS
TXN0420,FreshBite Corner,417,2025-09-18 16:52:04,16,52,Sandwich,SUCCESS
TXN0421,FreshBite Corner,249,2025-09-18 18:02:59,18,02,Burger,SUCCESS
TXN0422,FreshBite Corner,146,2025-09-18 19:36:41,19,36,Fries,SUCCESS
TXN0423,FreshBite Corner,216,2025-09-18 19:58:36,19,58,Cold Drink,SUCCESS
TXN0424,FreshBite Corner,323,2025-09-18 20:25:59,20,25,Shake,SUCCESS
TXN0425,FreshBite Corner,290,2025-09-18 20:58:22,20,58,Cold Drink,SUCCESS
TXN0426,FreshBite Corner,109,2025-09-18 22:36:29,22,36,Sandwich,SUCCESS
